registration,make,model
WV57FFR,VAUXHALL,VECTRA
WV57UHO,FORD,FIESTA
WV58AYD,MERCEDES-BENZ,SPRINTER
WV58DBO,TOYOTA,YARIS
WV58GYZ,KIA,CEED
WV58KUC,FORD,FIESTA
WV58PYU,MERCEDES-BENZ,SPRINTER
WV59XBS,VAUXHALL,AGILA
WV60EBG,FIAT,PUNTO EVO
WV60GCK,FIAT,PUNTO EVO
WV60HBH,MITSUBISHI,COLT
WV60HYA,FIAT,PUNTO EVO
WV60RLO,FORD,FIESTA
WV61ZNL,PEUGEOT,BIPPER
WV62JXT,MERCEDES-BENZ,SPRINTER
WV63HYW,KIA,RIO
WV63KJX,FIAT,500 L
WV63LAO,MERCEDES-BENZ,SPRINTER
WV64CYH,FORD,FIESTA
WV64NKJ,FIAT,500 L
WV64NLU,FIAT,500 L
WV66ZTN,MERCEDES-BENZ,SPRINTER
WV69NKH,HYUNDAI,KONA
WV69XFO,DUCATI,PANIGALE V4 S
WV70ORF,VOLKSWAGEN,GOLF STYLE TSI
WV70OTG,MERCEDES-BENZ,GLE 350 AMG LINE PREM DE 4M A
WV71YXU,FORD,KUGA ST-LINE EDITION ECOBLUE
WW952QH,BMW,X3
WX02DUV,MITSUBISHI,COLT
WX04SGU,MERCEDES-BENZ,SPRINTER
WX04VZZ,HARLEY-DAVIDSON,FLHRSI ROAD KING CUSTOM
WX05GDY,MERCEDES-BENZ,SPRINTER
WX05XND,SUBARU,IMPREZA
WX10OPL,FORD,FIESTA
WX11JDJ,MG,6
WX11ORO,FORD,FIESTA
WX13SKJ,MERCEDES-BENZ,SPRINTER
WX13YJW,YAMAHA,XVS 1300 A MIDNIGHT STAR
WX13ZBD,FORD,FIESTA
WX14CYC,MERCEDES-BENZ,SPRINTER
WX14GPF,MERCEDES-BENZ,SPRINTER
WX14GUG,MERCEDES-BENZ,SPRINTER
WX14KAJ,MERCEDES-BENZ,SPRINTER
WX15VLV,MERCEDES-BENZ,SPRINTER
WX15XVD,TOYOTA,YARIS
WX15YCO,MERCEDES-BENZ,SPRINTER
WX16EJZ,MERCEDES-BENZ,SPRINTER
WX19TDO,KIA,CEED
WX20UJH,MERCEDES-BENZ,B
WX21FWW,MERCEDES-BENZ,SPRINTER
WX21FYU,MERCEDES-BENZ,SPRINTER
WX22TVY,MERCEDES-BENZ,SPRINTER 314 PROGRESSIVE CDI
WX22XJU,MERCEDES-BENZ,B
WX22XYO,JAGUAR,F-PACE
WX23LWL,MAZDA,CX-5 SPORT EDITION
WX51DJK,TOYOTA,YARIS
WX51EVB,MERCEDES-BENZ,SPRINTER
WX51OYZ,PROTON,SATRIA
WX52SYC,MERCEDES-BENZ,SPRINTER
WX52VWT,FORD,FIESTA
WX52XXU,FORD,FIESTA
01D9500,OPEL,VECTRA
02D78766,FORD,FIESTA
02LK6233,MAZDA,6
08WH2123,TOYOTA,LANDCRUISER
110EAH,MAZDA,6
11UEY,LAMBORGHINI,URUS
176HOO,LAND ROVER,R ROVER EVOQUE R-DYN S P300E A
17AN,LAND ROVER,R ROVER SPRT HSE SLVR D MHEV A
1995HS,MG,HS EXCITE S-A
1GPN,MERCEDES-BENZ,CLS
227D845,MG,5 EXCITE
2289O,MERCEDES-BENZ,SLS
2345EL,VOLVO,XC90 R-DESIGN B5 MHEV AWD AUTO
24KB,TOYOTA,YARIS
2693LJ,SSANGYONG,KORANDO
27-01-ZP,MITSUBISHI,COLT
27JYC,AUDI,A6 SPORT 40 TDI MHEV QUAT S-A
2YRX,NISSAN,CUBE
4445HJ,JAGUAR,F-PACE
4DVD,MERCEDES-BENZ,CLS
500MG,LAND ROVER,DISCOVERY HSE SDV6 AUTO
5388MF,JAGUAR,XKR
55FOX,MERCEDES-BENZ,GLC 300 AMG LINE PREM + D 4M A
6VB,BMW,218
752HPB,FORD,FIESTA
852JGD,BMW,440
938GML,MERCEDES-BENZ,CLS
A10EYL,BMW,X3
A11DWT,INFINITI,FX
A11EMW,VAUXHALL,AGILA
A12DJC,BMW,X3
A12ROO,LAND ROVER,R ROVER SPRT HSE SLVR D MHEV A
A13AGW,ROVER,218
A13GEA,VAUXHALL,VECTRA
A13SFW,FORD,FIESTA
A14AYY,LEXUS,RX300
A14JYE,BMW,X3
A14TRR,ROLLS ROYCE,SILVER SPIRIT
A15CEB,TOYOTA,YARIS
A17WRX,SUBARU,IMPREZA
A18ENN,JAGUAR,F-PACE
A18HGY,FORD,PUMA ST-LINE X MHEV
A18SSP,FORD,FIESTA
A19RFP,TOYOTA,YARIS
A1JFM,JAGUAR,XKR
A1PBX,TOYOTA,YARIS
A20XXW,AUDI,Q3
A21NPM,FORD,FIESTA
A22BJE,VOLKSWAGEN,GOLF R-LINE EDITION TDI S-A
A22DLR,FORD,FIESTA
A23MOU,FORD,PUMA ST-LINE X MHEV
A23RMC,MERCEDES-BENZ,CLS
A24XAL,MERCEDES-BENZ,SPRINTER
A26LEJ,AUDI,Q3
A27CCL,MERCEDES-BENZ,SPRINTER
A27KJF,FORD,FIESTA
A3FNG,FORD,FIESTA
A4POU,TOYOTA,YARIS
A7LHW,MERCEDES-BENZ,GLC 300 AMG LINE PREM + D 4M A
A7VVH,TOYOTA,YARIS
A9MYL,SUBARU,IMPREZA
A9UOU,MERCEDES-BENZ,GLE 350 AMG LINE PREM DE 4M A
AA04THO,JAGUAR,F-PACE
AA06XKR,JAGUAR,XKR
AA08LCM,VAUXHALL,VECTRA
AA08VUB,VAUXHALL,VECTRA
AA08VYW,VAUXHALL,VECTRA
AA08WOZ,FORD,FIESTA
AA08XUJ,VAUXHALL,VECTRA
AA54DKS,FORD,FIESTA
AA58OAU,VAUXHALL,VECTRA
AA62LEY,JAGUAR,F-PACE
AA68HAN,FORD,FIESTA
AB08FTX,KIA,CEED
AC08EYO,VAUXHALL,VECTRA
AC08WFW,VAUXHALL,VECTRA
AC08WJA,VAUXHALL,VECTRA
AC08WRP,VAUXHALL,VECTRA
AC53ADC,FORD,FIESTA
AD03UNU,RENAULT,SCENIC
AD03XBE,TOYOTA,YARIS
AD04LRY,LEXUS,RX300
AD05HUU,MAZDA,6
AD05LRV,TOYOTA,YARIS
AD06HBK,TOYOTA,YARIS
AD06HYH,VOLKSWAGEN,JETTA
AD06KTT,VOLKSWAGEN,JETTA
AD06OMA,VOLKSWAGEN,JETTA
AD06UTX,VOLKSWAGEN,JETTA
AD08AWO,FORD,FIESTA
AD09WNU,FORD,FIESTA
AD09ZZV,VOLKSWAGEN,JETTA
AD10KSY,FORD,FIESTA
AD10OTT,FORD,FIESTA
AD15CHZ,KIA,RIO
AD15GAA,FORD,FIESTA
AD15JYP,FORD,FIESTA
AD15TZE,RENAULT,SCENIC
AD17TCH,TOYOTA,YARIS
AD19BNY,BMW,218
AD21HKL,VOLKSWAGEN,POLO MATCH EVO
AD53KPG,FORD,FIESTA
AD55KPP,FORD,FIESTA
AD56ALO,VAUXHALL,AGILA
AD57AYH,MERCEDES-BENZ,CLS
AD62MUD,ISUZU,D-MAX YUKON D/C INTERCOOLER TD
AD68FZL,FORD,FIESTA
ADZ5082,RENAULT,SCENIC
AE02YZJ,VAUXHALL,VECTRA
AE04JXN,MERCEDES-BENZ,SPRINTER
AE08CTP,VAUXHALL,VECTRA
AE13VYV,KIA,CEED
AE14PHU,FORD,FIESTA
AE15NBG,TOYOTA,YARIS
AE16PCZ,TOYOTA,YARIS
AE17YFN,PEUGEOT,108
AE18MXY,PEUGEOT,108
AE18NLY,KIA,CEED
AE18XZS,TOYOTA,YARIS
AE18YXD,TOYOTA,YARIS
AE21KNV,FORD,KUGA ST-LINE X EDITION ECOBLUE
AE21KYO,FORD,PUMA TITANIUM MHEV
AE52CFV,FORD,FIESTA
AE52YZK,VAUXHALL,VECTRA
AE53CLS,FORD,FIESTA
AE55NVS,HONDA,VTX 1300 S-5
AE58JUO,VAUXHALL,VECTRA
AE58SZU,VAUXHALL,VECTRA
AE58ZDA,VAUXHALL,VECTRA
AE58ZNM,VAUXHALL,VECTRA
AE58ZZJ,VAUXHALL,VECTRA
AE58ZZW,VAUXHALL,VECTRA
AE59JOH,FORD,FIESTA
AE63HCL,RENAULT,SCENIC
AE63NPA,KIA,CEED
AE63VOO,FORD,FIESTA
AE64JXP,FORD,FIESTA
AE64WHR,TOYOTA,YARIS
AE64XBZ,FORD,FIESTA
AE66KGZ,NISSAN,370 Z
AE66NTX,TOYOTA,YARIS
AE66ODK,PEUGEOT,108
AE67HMX,BMW,X3
AE67SXS,PEUGEOT,108
AE68UET,JAGUAR,F-PACE
AE69OWH,JAGUAR,F-PACE
AEZ3694,RENAULT,SCENIC
AEZ6055,RENAULT,SCENIC
AF03JAX,FORD,FIESTA
AF04FVT,RENAULT,SCENIC
AF05VGP,KIA,RIO
AF05WUT,MITSUBISHI,COLT
AF06GPK,RENAULT,SCENIC
AF06KWR,TOYOTA,YARIS
AF07UME,FORD,FIESTA
AF08JWS,FORD,FIESTA
AF08SXM,VAUXHALL,VECTRA
AF08UXH,FORD,FIESTA
AF09GXD,FORD,FIESTA
AF10GYB,TOYOTA,YARIS
AF11HNK,MITSUBISHI,COLT
AF11OFL,PEUGEOT,BIPPER
AF12GHD,FORD,FIESTA
AF12LSL,FORD,FIESTA
AF12UKH,VOLVO,XC70
AF12WCT,TRIUMPH,ROCKET III
AF12WMJ,FORD,FIESTA
AF13CVG,CHEVROLET,AVEO
AF13EHC,CHEVROLET,AVEO
AF13ZYR,VOLVO,XC70
AF14YJX,KIA,SOUL
AF14ZHY,SUZUKI,GSX
AF15HRG,FORD,FIESTA
AF16HXE,MASERATI,GRANCABRIO
AF18LNK,KIA,CEED
AF20WAJ,HYUNDAI,KONA
AF20WFO,HYUNDAI,KONA
AF22GPJ,MG,HS EXCLUSIVE
AF22ULN,RENAULT,ZOE GT ED RAPID CHARGE EV 50
AF235PG,MERCEDES-BENZ,512D
AF51SDY,FORD,FIESTA
AF51SGV,TOYOTA,YARIS
AF54KBP,FORD,FIESTA
AF54LUR,TOYOTA,YARIS
AF54NBK,FORD,FIESTA
AF55CEY,VOLKSWAGEN,JETTA
AF55JBO,FORD,FIESTA
AF56UFB,FORD,FIESTA
AF56VCV,VOLKSWAGEN,JETTA
AF56XSO,FORD,FIESTA
AF56XZO,TOYOTA,YARIS
AF57LVW,TOYOTA,YARIS
AF57PFY,FORD,FIESTA
AF57UER,VOLKSWAGEN,JETTA
AF57XCW,MAZDA,6
AF57XUC,VOLKSWAGEN,JETTA
AF58EXU,VAUXHALL,VECTRA
AF58FCX,VAUXHALL,VECTRA
AF58NZZ,VAUXHALL,VECTRA
AF59JWP,FORD,FIESTA
AF60NKM,RENAULT,SCENIC
AF60ZCX,FORD,FIESTA
AF61KLC,FORD,FIESTA
AF61NFR,KIA,RIO
AF62XSR,FORD,FIESTA
AF63DSU,FORD,FIESTA
AF63KXL,FORD,FIESTA
AF63OUW,FORD,FIESTA
AF65HDA,FORD,FIESTA
AF65LXY,TOYOTA,YARIS
AF66KJE,BMW,218
AF67NNL,BMW,218
AF67OSL,BMW,X3
AF67XOM,AUDI,Q3
AF70USV,FORD,KUGA ST-LN X FIRST ED EBLUE A
AF70UVZ,KIA,CEED
AF71YPE,FORD,PUMA ST-LINE X MHEV
AF72YKU,TOYOTA,YARIS EXCEL HEV CVT
AG07HGZ,FORD,FIESTA
AG07TGK,VOLKSWAGEN,JETTA
AG08HVD,VAUXHALL,VECTRA
AG08SBY,MITSUBISHI,COLT
AG08TFX,FORD,FIESTA
AG09EYK,VAUXHALL,AGILA
AG09NTN,FORD,FIESTA
AG52XNL,FORD,FIESTA
AG53FDO,MAZDA,6
AH02KEN,BMW,218
AIG3115,MERCEDES-BENZ,SPRINTER
AIG700,FORD,FIESTA
AJ02EWC,FORD,FIESTA
AJ02FHN,FORD,FIESTA
AJ04DLX,TOYOTA,YARIS
AJ04ZFH,TOYOTA,YARIS
AJ06OCB,VAUXHALL,VECTRA
AJ06SAX,FORD,FIESTA
AJ07JWM,VOLVO,XC70
AJ07LZS,VOLVO,XC70
AJ07NWB,VOLKSWAGEN,JETTA
AJ07WKY,VOLVO,XC70
AJ07XDY,FORD,FIESTA
AJ07ZWF,RENAULT,SCENIC
AJ08MOM,FORD,FIESTA
AJ09JKK,VOLVO,XC70
AJ12BXO,PEUGEOT,BIPPER
AJ12EBF,TOYOTA,YARIS
AJ12YZB,KIA,RIO
AJ15DSO,BMW,218
AJ15KFY,FORD,FIESTA
AJ16JVH,FORD,FIESTA
AJ17XSW,TOYOTA,YARIS
AJ23NKF,SKODA,SUPERB SE TECH IV PHEV S-A
AJ51URD,FORD,FIESTA
AJ52EXC,FORD,FIESTA
AJ52LVV,RENAULT,SCENIC
AJ54AWO,FORD,FIESTA
AJ54YKX,FORD,FIESTA
AJ55WZM,VAUXHALL,AGILA
AJ56NKG,VAUXHALL,VECTRA
AJ57EYW,VAUXHALL,VECTRA
AJ57LDZ,FORD,FIESTA
AJ57LGX,VOLVO,XC70
AJ58DKE,VOLVO,XC70
AJ58LFB,FORD,FIESTA
AJ58LKD,FORD,FIESTA
AJ59GJZ,MITSUBISHI,COLT
AJ60KPT,FORD,FIESTA
AJ62DVC,VAUXHALL,AGILA
AJ62XNR,PEUGEOT,508
AJ62ZWF,VOLVO,XC70
AJ66CVB,JAGUAR,F-PACE
AJ68TYZ,JAGUAR,F-PACE
AJ68VPP,KIA,CEED
AJ72XVG,NISSAN,QASHQAI TEKNA E-POWER AUTO
AJZ1561,MERCEDES-BENZ,SPRINTER
AJZ3243,FORD,FIESTA
AK03AEG,FORD,FIESTA
AK03LBX,FORD,FIESTA
AK04UHU,RENAULT,SCENIC
AK05BVY,FORD,FIESTA
AK05CPX,FORD,FIESTA
AK07WSO,VAUXHALL,VECTRA
AK08GBZ,TOYOTA,YARIS
AK08XPC,VAUXHALL,VECTRA
AK09FUO,FORD,FIESTA
AK10OGM,JAGUAR,XKR
AK10UFW,KIA,CEED
AK11JVV,FORD,FIESTA
AK11UGU,PEUGEOT,508
AK12AYU,VOLVO,XC70
AK12GDA,RENAULT,SCENIC
AK13EHW,VOLVO,XC70
AK14HCA,AUDI,Q3
AK14NVS,PEUGEOT,508
AK15KJU,FORD,FIESTA
AK15KZF,FORD,FIESTA
AK15OEB,TOYOTA,YARIS
AK15XCL,FORD,FIESTA
AK16ZHY,AUDI,Q3
AK17PYV,FORD,FIESTA
AK20HJG,VOLKSWAGEN,GOLF MATCH EDITION TSI EVO S-A
AK20TVO,FORD,FIESTA
AK20WXG,FORD,FIESTA
AK23DXB,BMW,M3 COMPETITION M XDRIVE AUTO
AK51SKV,FORD,FIESTA
AK51XVP,RENAULT,SCENIC
AK53JVX,VAUXHALL,VECTRA
AK53OEL,VAUXHALL,VECTRA
AK54CXD,TOYOTA,YARIS
AK54DDY,MAZDA,6
AK54KTL,FORD,FIESTA
AK54ZJO,NISSAN,D22
AK54ZZT,MAZDA,6
AK55LPZ,TOYOTA,YARIS
AK57AXJ,FORD,FIESTA
AK57JSU,VOLVO,XC70
AK58UYH,FORD,FIESTA
AK59AEL,FORD,FIESTA
AK59HGY,VAUXHALL,AGILA
AK60JPU,FORD,FIESTA
AK60NVF,KIA,CEED
AK63OKF,BMW,X3
AK63RGV,KIA,RIO
AK63WDO,KIA,CEED
AK63ZFX,KIA,RIO
AK63ZZE,CHEVROLET,ORLANDO
AK66HXF,BMW,218
AK66XGO,FORD,FIESTA
AK69HXJ,AUDI,A6 S LINE BLACK ED 40 TDI SA
AK70GVP,VOLKSWAGEN,GOLF STYLE ETSI S-A
AL03RFC,MERCEDES-BENZ,SPRINTER
AL14BUX,BMW,X3
AL16ECX,VOLVO,XC90 R-DESIGN B5 MHEV AWD AUTO
ALF93Y,MERCEDES-BENZ,SPRINTER
ALN9Y,BMW,X3
ALO1S,VOLVO,XC70
AM02OFG,FORD,FIESTA
AM03CXK,TOYOTA,YARIS
AM03DCE,KIA,RIO
AM03YHZ,FORD,FIESTA
AM03YND,FORD,FIESTA
AM04MOM,NISSAN,QASHQAI PREMIERE ED DIG-T MHEV
AM04TEA,AUDI,Q3
AM54MAC,PEUGEOT,308 ACTIVE PREMIUM P-TECH SS A
AM55TAD,FORD,FIESTA
AM58HRX,VAUXHALL,VECTRA
AM58NCJ,FORD,FIESTA
AM58UPF,FORD,FIESTA
AM68ERF,RENAULT,ZOE I ICONC RAPID CHARGE ZE 50
AN08AUW,VAUXHALL,VECTRA
AN08CNA,VAUXHALL,VECTRA
AN69DDY,BMW,128TI AUTO
ANZ5675,CHRYSLER,VOYAGER
AO02ENX,FORD,FIESTA
AO03GUD,FORD,FIESTA
AO03KBU,FORD,FIESTA
AO04ULM,FORD,FIESTA
AO04UPT,FORD,FIESTA
AO04ZBY,FORD,FIESTA
AO05XNS,VAUXHALL,VECTRA
AO06CRZ,FORD,FIESTA
AO06LKG,FORD,FIESTA
AO06LLW,FORD,FIESTA
AO09FYG,FORD,FIESTA
AO09HXS,FORD,FIESTA
AO09JFU,FORD,FIESTA
AO09WDT,FORD,FIESTA
AO10AZC,FORD,FIESTA
AO10CZR,FORD,FIESTA
AO10MOF,FORD,FIESTA
AO11RYZ,FORD,FIESTA
AO12KWA,FORD,FIESTA
AO12PZA,FORD,FIESTA
AO14DZL,KIA,CEED
AO14XMT,FORD,FIESTA
AO14ZZV,FORD,FIESTA
AO15VMW,FORD,FIESTA
AO15VOU,FORD,FIESTA
AO17LCC,KIA,RIO
AO18HBD,FORD,FIESTA
AO18URL,AUDI,Q3
AO18VOF,KIA,SOUL
AO21NVK,FORD,FIESTA
AO21WCZ,VOLKSWAGEN,GOLF STYLE ETSI S-A
AO23HFE,NISSAN,QASHQAI TEKNA E-POWER AUTO
AO51VRJ,FORD,FIESTA
AO51YZC,VAUXHALL,VECTRA
AO52WDK,VAUXHALL,VECTRA
AO53JJU,FORD,FIESTA
AO54JTU,VAUXHALL,VECTRA
AO54TBX,MAZDA,6
AO55WYS,VAUXHALL,VECTRA
AO55YZW,KIA,RIO
AO56CYG,TOYOTA,YARIS
AO56DWN,FORD,FIESTA
AO56OWJ,FORD,FIESTA
AO58CCK,MAZDA,6
AO58EFH,ISUZU,TF RODEO S/C TD
AO58HCU,TOYOTA,YARIS
AO58NXD,TOYOTA,YARIS
AO58SCV,FORD,FIESTA
AO58TDZ,FORD,FIESTA
AO58ZDC,FORD,FIESTA
AO58ZGA,FORD,FIESTA
AO59KRG,FORD,FIESTA
AO59YGL,TOYOTA,YARIS
AO60JLV,FORD,FIESTA
AO60JRX,FORD,FIESTA
AO60TFV,FORD,FIESTA
AO60TGZ,FORD,FIESTA
AO61NSY,KIA,RIO
AO62EEZ,KIA,RIO
AO62HNJ,VOLVO,XC70
AO62KXF,FORD,FIESTA
AO62LTU,VAUXHALL,AGILA
AO62NLY,PEUGEOT,BIPPER
AO62OVK,FORD,FIESTA
AO62UDX,FORD,FIESTA
AO62WLE,AUDI,Q3
AO62YRA,KIA,RIO
AO63CRK,FORD,FIESTA
AO63FDV,FORD,FIESTA
AO63FDX,FORD,FIESTA
AO63NLZ,KIA,RIO
AO63XEH,RENAULT,SCENIC
AO64NMV,FORD,FIESTA
AO64UJW,FORD,FIESTA
AO64VEX,RENAULT,SCENIC
AO65EYA,MERCEDES-BENZ,CLS
AO65FDX,FORD,FIESTA
AO65UZG,FORD,FIESTA
AO65WDY,MERCEDES-BENZ,SPRINTER
AO65XJL,FORD,FIESTA
AO65XUD,PEUGEOT,108
AO65YWF,FORD,FIESTA
AO66AEA,FORD,FIESTA
AO66CFX,FORD,FIESTA
AO67CCZ,TOYOTA,YARIS
AO67DFC,TOYOTA,YARIS
AO67OED,FORD,FIESTA
AO69KUG,KIA,CEED
AO69URD,AUDI,Q3
AO70OYY,RENAULT,KOLEOS GT LINE BLUE DCI CVT
AO71HMJ,NISSAN,JUKE N-CONNECTA DIG-T S-A
AO71TZE,BMW,IX3 PREMIER EDITION
AO72OLE,TRIUMPH,BONNEVILLE BOBBER
AO72UDM,FORD,PUMA ST-LINE X MHEV
AO72XUG,KIA,CEED
AP02CKJ,SUBARU,IMPREZA
AP02RCZ,VAUXHALL,VECTRA
AP04FJU,VAUXHALL,VECTRA
AP04FTX,FORD,FIESTA
AP04PXV,FORD,FIESTA
AP06DFX,VAUXHALL,VECTRA
AP06EWA,VAUXHALL,VECTRA
AP06FNZ,VAUXHALL,VECTRA
AP06HDU,FORD,FIESTA
AP07BWG,JAGUAR,XK
AP07SXN,TOYOTA,YARIS
AP07ZZL,VAUXHALL,VECTRA
AP08BFA,VAUXHALL,VECTRA
AP08FAM,MAZDA,6
AP08GGZ,FORD,FIESTA
AP08RXJ,FORD,FIESTA
AP10JGY,KIA,RIO
AP10JZG,RENAULT,SCENIC
AP11GKY,KIA,RIO
AP13FME,AUDI,Q3
AP13JKN,FORD,FIESTA
AP14HKA,FORD,FIESTA
AP15BZN,AUDI,Q3
AP15XNV,FORD,FIESTA
AP16ZDE,TOYOTA,YARIS
AP17KYC,TOYOTA,YARIS
AP17UUO,TOYOTA,YARIS
AP18AYE,AUDI,Q3
AP19MVK,BMW,X3
AP19WMW,FIAT,ADRIA
AP21HTO,SUZUKI,IGNIS SZ-T DUALJET MHEV
AP21PAG,LAND ROVER,RROVER EVOQUE R-DYN SE P300E A
AP22MZX,MG,5 EXCITE
AP51RZU,FORD,FIESTA
AP53LWV,FORD,FIESTA
AP54KKG,TOYOTA,YARIS
AP55CPE,FORD,FIESTA
AP55PFJ,TOYOTA,AYGO
AP56OHH,FORD,FIESTA
AP57EFH,TOYOTA,YARIS
AP57GAU,KIA,RIO
AP57OND,VAUXHALL,VECTRA
AP59ECT,TOYOTA,YARIS
AP59GWA,FORD,FIESTA
AP59JFA,KIA,PROCEED
AP59JUY,FORD,FIESTA
AP61AWW,TOYOTA,YARIS
AP62EBU,FORD,FIESTA
AP62FNE,FORD,FIESTA
AP62RYU,KIA,CEED
AP64FHF,FORD,FIESTA
AP65EKC,RENAULT,SCENIC
AP65LTE,KIA,RIO
AP66GFV,KIA,CEED
AP66LFX,KIA,SOUL
AP66ODR,JAGUAR,F-PACE
AP70FNN,MERCEDES-BENZ,B
AP70NFK,VOLKSWAGEN,GOLF STYLE TSI
AP70YJD,VOLKSWAGEN,POLO MATCH EVO
AR07RXA,FORD,FIESTA
AR07VUE,MITSUBISHI,COLT
AR09BEE,MERCEDES-BENZ,SPRINTER
AR51LPJ,FORD,FIESTA
AR51LZB,FORD,FIESTA
AR51XVT,FORD,FIESTA
AS02MEE,KIA,RIO
AS08GHS,MG,HS EXCITE S-A
AS09BAM,JAGUAR,F-PACE
AS11DJK,TOYOTA,YARIS
AT13MOT,FORD,FIESTA
AT51AGY,TOYOTA,YARIS
AT57FXL,FORD,FIESTA
AT57KYY,MERCEDES-BENZ,SPRINTER
AT57MXW,TOYOTA,YARIS
ATA21A,TOYOTA,YARIS
AU02GZO,FORD,FIESTA
AU02SZX,TOYOTA,YARIS
AU03VDL,FORD,FIESTA
AU03VGP,FORD,FIESTA
AU05DLE,MERCEDES-BENZ,SPRINTER
AU05HZD,MERCEDES-BENZ,SPRINTER
AU05TLV,FORD,FIESTA
AU05YHG,RENAULT,SCENIC
AU05YPA,FORD,FIESTA
AU06AOF,MERCEDES-BENZ,SPRINTER
AU07FJZ,MERCEDES-BENZ,SPRINTER
AU07YDP,VAUXHALL,VECTRA
AU08LCZ,FORD,FIESTA
AU08TXK,VAUXHALL,VECTRA
AU09EOA,TRIUMPH,ROCKET III
AU09OXN,MERCEDES-BENZ,SPRINTER
AU09XKX,FORD,FIESTA
AU10YFJ,FORD,FIESTA
AU11FSP,FORD,FIESTA
AU11WGD,TOYOTA,YARIS
AU12GOC,FORD,FIESTA
AU12WTG,VOLKSWAGEN,JETTA
AU13YDG,FORD,FIESTA
AU14YAK,TOYOTA,YARIS
AU15NSZ,NISSAN,370 Z
AU16HZK,TOYOTA,YARIS
AU16JZC,AUDI,Q3
AU16ZKF,FORD,FIESTA
AU17YTK,FORD,FIESTA
AU18HHV,TOYOTA,YARIS
AU23NPP,NISSAN,QASHQAI TEKNA E-POWER AUTO
AU23NSF,NISSAN,JUKE N-CONNECTA DIG-T S-A
AU51NOB,MERCEDES-BENZ,SPRINTER
AU52OHX,FORD,FIESTA
AU52XWZ,TOYOTA,YARIS
AU53DGX,MERCEDES-BENZ,SPRINTER
AU54SXW,TOYOTA,YARIS
AU54XZE,CHRYSLER,VOYAGER
AU55FJV,MERCEDES-BENZ,SPRINTER
AU55SYR,VAUXHALL,VECTRA
AU56OOW,VAUXHALL,VECTRA
AU56OPP,VAUXHALL,VECTRA
AU58VOT,VOLVO,XC70
AU58YUD,VAUXHALL,VECTRA
AU58ZZV,TOYOTA,YARIS
AU62LCZ,AUDI,Q3
AU63FZB,CHEVROLET,ORLANDO
AU64TFO,FORD,FIESTA
AU65FAK,BMW,218
AU65MZW,FORD,FIESTA
AU66LYV,FORD,FIESTA
AU66RZW,BMW,X3
AU67GWN,FORD,FIESTA
AU68PZN,TOYOTA,YARIS ICON TECH HEV CVT
AU71UXG,VOLKSWAGEN,POLO MATCH EVO
AU71WPO,NISSAN,QASHQAI PREMIERE ED DIG-T MHEV
AV02AOH,FORD,FIESTA
AV02KZA,TOYOTA,YARIS
AV03HUP,FORD,FIESTA
AV04FVA,LEXUS,RX300
AV04NJY,VAUXHALL,VECTRA
AV04WPR,VAUXHALL,VECTRA
AV04YXH,FORD,FIESTA
AV05BXS,MAZDA,6
AV05WKC,FORD,FIESTA
AV05ZZB,FORD,FIESTA
AV06DSE,TOYOTA,YARIS
AV06DZC,TOYOTA,YARIS
AV06MKP,FORD,FIESTA
AV06UEZ,FORD,FIESTA
AV07XJZ,FORD,FIESTA
AV08XLN,VAUXHALL,AGILA
AV09KVL,VOLKSWAGEN,JETTA
AV10BAS,SSANGYONG,TIVOLI
AV10EBF,FORD,FIESTA
AV10EGU,KIA,RIO
AV10KZR,VAUXHALL,AGILA
AV11FPT,FORD,FIESTA
AV11GWO,FORD,FIESTA
AV11TMY,PEUGEOT,BIPPER
AV11XSP,MERCEDES-BENZ,SPRINTER
AV12HNL,TOYOTA,YARIS
AV13COM,MERCEDES-BENZ,SPRINTER
AV13UTY,KIA,CEED
AV13WNJ,AUDI,Q3
AV14AAE,KIA,CEED
AV14OCH,FORD,FIESTA
AV14UFT,MAZDA,6
AV14YPO,VAUXHALL,AGILA
AV15KNG,MAZDA,2 GT SPORT AUTO
AV16ZNU,FORD,FIESTA
AV17KLZ,FORD,FIESTA
AV17KNA,KIA,RIO
AV18GJZ,FORD,FIESTA
AV20DOM,AUDI,A3 S LINE 35 TFSI
AV22LFF,VOLKSWAGEN,TIGUAN ELEGANCE TSI S-A
AV52CXE,FORD,FIESTA
AV52EVU,JEEP,GRAND CHEROKEE CRD LTD AUTO
AV52OFG,FORD,FIESTA
AV53TNX,FORD,FIESTA
AV54FEU,TOYOTA,YARIS
AV54FWW,FORD,FIESTA
AV54FZB,FORD,FIESTA
AV54PAS,BMW,X3
AV54TCU,VOLVO,XC70
AV54TKA,FORD,FIESTA
AV54XEX,FORD,FIESTA
AV54XNW,FORD,FIESTA
AV55BZB,VAUXHALL,VECTRA
AV55KKG,FORD,FIESTA
AV56EFC,SUBARU,IMPREZA
AV57XMX,VAUXHALL,VECTRA
AV58FGU,FORD,FIESTA
AV58KXZ,FORD,FIESTA
AV58OKJ,VAUXHALL,AGILA
AV58VXK,VAUXHALL,VECTRA
AV59JWA,KIA,RIO
AV59OAX,MERCEDES-BENZ,SPRINTER
AV59OBA,MERCEDES-BENZ,SPRINTER
AV59VFY,FORD,FIESTA
AV59ZVR,RENAULT,SCENIC
AV60CVK,TRIUMPH,ROCKET III
AV60OAD,FORD,FIESTA
